transaction_id,user_id,merchant_category,amount,timestamp,days_employed,is_disputed,feature_0,feature_1,feature_2,feature_3,feature_4,label
3594,89,clothing,83.04,1700482333,-6786,0,-0.8884,0.529,-1.151,-1.7938,1.1345,0
3595,38,online_retail,52.13,1701539605,-2092,0,-0.3537,-2.1539,-0.8071,-0.1838,2.3666,0
3596,84,fuel,89.28,1702315160,-3937,0,-2.3966,0.8614,-0.5312,-0.0452,-0.7404,0
3597,176,grocery,26.6,1700040565,-365243,0,1.0013,0.2529,-0.8939,0.9008,1.4318,0
3598,191,online_retail,47.6,1701279938,-2940,0,1.1463,2.4102,1.1017,0.1238,-0.5862,0
3599,61,restaurant,359.39,1700611204,-6780,0,0.9306,-0.6617,1.2198,-0.1925,0.3745,0
3600,105,electronics,827.61,1701128128,-6683,1,-0.8785,-0.7988,-0.9706,2.6463,0.3419,1
3601,106,online_retail,199.79,1701038734,-365243,0,-0.0671,-1.0725,-1.531,-0.8698,-0.8605,0
3602,53,grocery,151.01,1700038233,-365243,0,-0.8833,-0.9067,0.7419,-0.4598,0.5829,0
3603,125,fuel,17.03,1701569986,-365243,0,-0.4762,0.2426,0.6682,-0.7183,1.2329,0
3604,8,online_retail,62.91,1700284839,-4807,0,0.0599,-1.1882,-0.65,-0.3584,-0.4643,0
3605,87,fuel,130.16,1701007992,-365243,0,-2.4326,-1.1452,0.6652,-0.2305,0.27,0
3606,36,online_retail,30.35,1701699304,-89,0,0.2288,-0.2416,-0.7527,-0.5947,0.1523,0
3607,48,grocery,3.36,1700173806,-1664,0,-1.0931,0.3958,1.3881,-2.2607,0.5352,0
3608,40,travel,54.15,1700343401,-3302,0,-0.1964,0.5099,-0.5742,1.3818,-0.1899,0
3609,16,clothing,55.36,1701971443,-365243,0,0.1754,0.4035,0.1345,0.1788,0.2814,0
3610,87,electronics,6.73,1702402910,-2721,0,-0.492,-0.289,1.0338,-1.5439,-0.8126,0
3611,20,electronics,144.93,1700244300,-365243,1,-1.1975,-2.0935,-1.3033,-0.2174,0.5939,1
3612,50,electronics,249.25,1700150933,-2938,0,0.3813,0.6115,-0.627,1.9367,-0.0332,0
3613,58,grocery,28.81,1700779470,-6030,0,1.3512,-0.4146,-0.6884,0.281,-1.2817,0
3614,166,pharmacy,84.2,1700664729,-422,0,-1.294,1.2257,0.1055,-0.306,1.3458,0
3615,182,travel,66.92,1700682031,-3750,0,-0.7276,2.6401,-0.166,-0.7646,1.009,0
3616,40,restaurant,198.14,1701146602,-4972,0,-0.7147,0.0696,2.0272,-0.3448,-0.0008,0
3617,38,fuel,106.0,1701124232,-6846,0,0.1905,1.2137,-0.2435,1.6054,-0.2358,0
3618,140,grocery,17.25,1701789695,-4434,0,0.8094,-0.5622,0.1955,0.5644,-0.001,0
3619,191,pharmacy,15.42,1702456982,-365243,0,-0.8802,-0.3672,0.9565,-0.4385,2.0861,0
3620,10,restaurant,81.53,1702374785,-2851,0,0.1469,0.1469,0.3087,0.1403,1.7108,0
3621,146,fuel,4.76,1702156941,-1379,0,-0.3442,0.4397,1.0722,1.6797,0.3845,0
3622,138,fuel,50.01,1701529278,-6504,0,-1.3035,-1.4199,0.4293,0.5085,0.1175,0
3623,76,travel,50.92,1701824382,-7158,0,-0.2575,-0.0583,-0.0819,-0.1208,0.4015,0
3624,126,clothing,21.86,1700169162,-1815,0,0.033,-0.6904,-0.3449,-1.3743,-2.1099,0
3625,45,electronics,35.81,1701601669,-2265,0,0.0533,0.2669,-1.1447,0.4847,0.2875,0
3626,44,online_retail,121.65,1700395771,-4417,1,-0.5356,-0.7132,-0.8677,0.8514,-1.7706,1
3627,0,restaurant,1.18,1702473301,-850,0,-0.1877,1.2567,-0.0384,-0.4962,-1.3643,0
3628,167,grocery,163.93,1701912990,-4815,0,2.1412,-1.326,1.243,-0.4105,0.1756,0
3629,107,restaurant,315.7,1700755584,-3737,0,-0.1442,-1.2199,-0.7971,1.2726,-2.1472,0
3630,18,clothing,34.15,1700340907,-992,0,-0.1704,1.7289,0.4584,0.4573,0.4888,0
3631,75,electronics,11.88,1702470319,-3765,0,-0.0599,-0.4221,1.1652,-1.1623,0.5118,0
3632,71,restaurant,306.94,1702069530,-365243,0,-0.9204,-0.6478,1.1515,-0.3163,-0.6295,0
3633,199,clothing,134.92,1700642059,-7097,0,1.682,-1.0025,1.9555,0.2451,1.1613,0
3634,188,grocery,221.77,1702172994,-3275,0,-0.7577,0.9562,0.8897,-0.5746,-0.3827,0
3635,108,travel,44.77,1702099741,-365243,0,-1.5209,-1.0759,0.7978,-0.1617,-1.3501,0
3636,11,pharmacy,66.18,1702484319,-365243,0,0.4598,1.3585,1.0555,1.1221,-1.9141,0
3637,188,fuel,266.27,1702152070,-6036,0,0.4619,-1.8724,-1.2279,0.9535,0.3787,0
3638,160,grocery,61.54,1701979681,-365243,0,1.3529,-0.1651,1.2452,0.2905,-0.9087,0
3639,44,electronics,111.5,1700007711,-1177,0,0.9679,-0.0051,0.2648,1.1103,2.3339,0
3640,89,fuel,122.01,1701266548,-3754,0,-0.3432,0.6005,-0.1114,-0.6793,-0.1177,0
3641,102,pharmacy,181.47,1700321574,-1777,0,0.8111,0.7783,-1.461,-0.2651,1.6906,0
3642,196,grocery,369.61,1701278890,-6431,0,-1.5095,-1.3366,1.1567,-0.2656,-1.9776,0
3643,7,online_retail,40.78,1700750506,-2805,0,-0.1858,-0.5776,-0.8441,2.2913,-1.786,0
3644,152,grocery,28.43,1700258989,-3393,0,-0.6537,0.1853,-1.5785,1.207,-0.8266,0
3645,90,grocery,8.09,1700873002,-1460,0,-1.1891,0.6264,0.5875,-0.013,-0.9643,0
3646,173,online_retail,462.16,1702218467,-5712,1,-1.3466,-0.1999,-1.7765,0.722,1.603,1
3647,86,grocery,34.63,1700953680,-365243,0,-1.3601,1.6527,-0.207,-1.3922,0.4871,0
3648,157,fuel,5.09,1700303874,-365243,0,-0.3184,0.415,0.918,0.6708,-0.7266,0
3649,174,electronics,200.45,1701717321,-365243,0,1.7494,-0.3572,0.7836,0.7409,0.367,0
3650,176,pharmacy,71.32,1701805166,-4731,0,0.4307,-0.9723,-0.3493,-1.0164,0.9365,0
3651,174,clothing,182.21,1701253159,-3554,0,-0.4899,-0.4104,-0.5455,-0.5005,-0.1441,0
3652,83,restaurant,314.16,1700682121,-1350,1,-0.8758,-0.2483,-0.3749,-1.1839,0.7452,1
3653,81,online_retail,37.65,1700195507,-2987,0,0.2806,0.7314,0.045,0.4695,-1.1845,0
3654,145,travel,13.9,1702161096,-365243,0,-0.4538,0.5865,-0.4588,1.3277,1.4598,0
3655,193,online_retail,57.48,1700465718,-3331,0,0.2748,0.0647,2.041,-2.5491,0.3534,0
3656,67,pharmacy,2.69,1701156013,-4794,0,1.0228,-1.722,-0.8493,0.9556,-0.1523,0
3657,160,restaurant,92.25,1701175370,-6049,0,0.5031,-1.9712,-1.4647,-0.5014,1.2474,0
3658,126,restaurant,55.8,1700334267,-2123,0,0.6998,-0.957,-0.8452,0.6123,0.1066,0
3659,163,travel,15.26,1702382176,-3629,0,0.4034,-0.434,-0.542,-0.0454,-0.7571,0
3660,81,pharmacy,75.55,1700656921,-5701,0,-0.7599,-1.8091,-0.5246,-1.1924,-0.6686,0
3661,146,fuel,161.4,1702150357,-365243,0,-0.1505,0.7815,-0.2628,0.0802,-0.4012,0
3662,155,electronics,368.09,1700106948,-3488,0,0.1454,-0.1077,-2.0391,-0.2007,-0.1138,0
3663,167,travel,205.83,1701370530,-722,1,0.4701,-0.4462,-0.7737,0.2577,-1.0244,1
3664,83,electronics,13.87,1702472385,-5871,0,-0.6029,1.381,-0.986,-1.82,0.8472,0
3665,112,fuel,166.45,1701637346,-1364,0,-1.5653,-0.222,0.333,0.8387,0.5626,0
3666,75,restaurant,119.0,1701379912,-308,0,-1.0096,1.5338,-0.3532,-0.8603,0.9226,0
3667,121,electronics,307.85,1700611442,-2752,0,-0.9571,0.3572,-0.3808,-0.375,2.4079,0
3668,142,fuel,76.62,1702315632,-365243,0,0.1208,-2.2535,-1.5704,0.2397,-1.4387,0
3669,40,fuel,44.18,1701732266,-1265,0,-0.6387,0.8019,-0.1809,0.7077,1.2285,0
3670,166,clothing,329.25,1701457931,-4349,0,0.6884,-0.9428,0.818,0.7915,-0.0631,0
3671,1,travel,77.32,1700128514,-5032,0,-0.9161,0.0235,0.1397,-1.1811,0.8643,0
3672,190,clothing,1.6,1700004983,-5340,0,-0.3936,-0.0342,0.3662,0.1889,-0.1161,0
3673,28,online_retail,64.18,1700695269,-2445,0,-0.9874,1.4763,1.3756,1.0775,0.0011,0
3674,104,restaurant,0.24,1701025926,-3034,0,0.5464,-1.0805,-0.0317,-1.7225,-0.5954,0
3675,193,travel,434.77,1700167806,-5849,1,0.6968,1.5565,-1.8677,-0.6259,1.1413,1
3676,50,restaurant,83.46,1700641800,-365243,0,-1.8141,1.4352,-0.906,-0.1748,0.6485,0
3677,74,clothing,11.63,1700066786,-1053,0,-0.2286,-0.3869,0.4533,-0.5311,0.2667,0
3678,9,pharmacy,167.67,1702364054,-494,0,-0.0438,-1.2387,1.2276,-0.3879,0.443,0
3679,141,fuel,76.88,1701413387,-5055,0,-0.8398,-1.9382,1.0573,-0.0142,0.1602,0
3680,50,restaurant,12.11,1701509491,-2022,0,0.0362,2.1035,0.7599,0.6301,-0.5931,0
3681,117,travel,41.82,1700082673,-365243,1,-0.1849,1.1299,0.401,-0.2446,-0.598,1
3682,120,online_retail,172.66,1702250056,-5274,0,0.7946,1.5821,-2.1793,0.8514,-0.2751,0
3683,38,travel,43.93,1700919372,-5088,0,0.5953,-0.1562,-0.3847,0.0839,-1.4306,0
3684,27,restaurant,172.09,1702356263,-3303,0,-1.0392,-0.4743,0.0283,1.2211,0.7786,0
3685,2,travel,7.2,1700639157,-365243,0,-0.2229,-1.1414,0.0253,0.451,-0.4884,0
3686,83,online_retail,27.95,1701293520,-365243,0,-0.2779,1.1678,0.1569,0.0079,-0.051,0
3687,197,fuel,144.64,1702532230,-6321,0,1.3006,-1.8892,0.4152,-1.8778,-0.4845,0
3688,154,pharmacy,102.64,1700281872,-7128,0,-1.7064,0.3837,-2.1032,-1.5407,-0.0611,0
3689,116,fuel,36.65,1700433073,-365243,0,0.0146,1.5668,1.6616,-1.4226,-0.6054,0
3690,1,travel,274.93,1701469975,-2280,0,-0.4503,0.9842,-0.3758,-1.9211,0.7916,0
3691,92,online_retail,23.71,1700481537,-6156,0,-0.5313,1.5554,0.3971,0.8034,0.684,0
3692,165,online_retail,189.57,1700649307,-5306,0,-1.0126,-2.094,1.6327,0.6701,-1.0642,0
3693,130,restaurant,264.28,1702086866,-365243,1,-2.2229,0.9852,-0.3606,0.6921,-0.0439,1
3694,143,clothing,12.91,1701447072,-932,0,-0.648,-0.6241,-0.0879,-0.074,-1.0615,0
3695,93,travel,80.99,1700395380,-6410,0,-0.1317,0.8082,0.0064,0.6193,0.3171,0
3696,39,travel,265.79,1702583092,-1926,0,1.175,0.4759,-0.9462,-1.4568,1.841,0
3697,1,travel,96.47,1701817389,-365243,0,-0.9576,-0.2631,-0.0591,-0.6198,1.102,0
3698,80,travel,75.25,1701439788,-757,0,0.0318,-1.5583,0.2992,-0.1689,0.5274,0
3699,168,restaurant,45.62,1702438920,-1055,0,1.9272,-0.7478,-1.284,2.9219,-1.1528,0
3700,11,clothing,155.49,1701722341,-3931,0,1.8891,2.0433,-0.3442,1.1844,-1.0571,0
3701,162,clothing,244.25,1701575685,-4552,0,0.5524,0.9625,-1.0396,1.2783,0.9438,0
3702,64,electronics,139.97,1700317234,-4355,0,1.7395,0.2275,-2.3563,0.2386,-0.1307,0
3703,54,travel,129.19,1701464308,-7272,0,1.1349,-1.2534,2.4368,0.2186,1.515,0
3704,44,travel,21.38,1701976553,-4527,0,-1.6822,-0.203,1.8895,-0.8104,-1.3173,0
3705,100,electronics,179.57,1701881462,-3454,0,0.033,1.0153,-0.3563,-0.1348,0.1009,0
3706,61,clothing,4.15,1701222178,-2517,0,-0.2998,0.5819,-1.3244,-1.2157,0.3701,0
3707,48,online_retail,141.62,1701152849,-1965,0,-0.5635,1.0672,-0.4124,0.524,0.5766,0
3708,126,online_retail,23.68,1702353348,-6070,0,-0.4435,-0.0474,0.0794,-0.9981,1.0655,0
3709,152,grocery,66.8,1701939480,-647,0,-0.4532,-0.901,0.1418,1.3206,-0.0881,0
3710,22,fuel,118.82,1700223626,-4543,0,-0.1572,0.171,-0.2343,-0.8288,0.1319,0
3711,151,grocery,142.33,1702307856,-2831,0,-0.2532,-1.3793,-0.2398,-0.295,-0.1934,0
3712,37,clothing,219.0,1702333731,-5209,0,-1.2035,0.6163,1.1406,-0.0635,-0.2959,0
3713,27,pharmacy,33.21,1700942302,-365243,0,0.2717,0.2584,-0.6471,0.6439,-0.6627,0
3714,20,travel,25.4,1702491231,-5534,0,-1.1658,-0.2211,0.1959,-0.2359,0.7071,0
3715,181,grocery,558.5,1702183697,-1146,0,-0.0764,1.2715,0.8954,-1.588,-0.4585,0
3716,106,restaurant,23.26,1701103035,-2510,0,-0.8214,0.5427,0.7227,0.6735,-1.3487,0
3717,145,online_retail,109.51,1702425485,-5236,0,-0.2594,0.9996,0.3673,-2.4308,1.8424,0
3718,163,restaurant,305.22,1701565831,-365243,0,0.0309,0.3958,0.0023,-0.5325,-1.7769,0
3719,98,electronics,226.87,1702498497,-365243,0,-0.4678,0.474,-0.2009,0.373,-0.5176,0
3720,172,clothing,58.57,1700091954,-6211,0,-0.2604,0.4356,-0.1873,-0.4208,0.5976,0
3721,118,clothing,314.85,1701858126,-365243,1,-0.1966,-0.5181,0.5244,0.0673,-1.3298,1
3722,72,grocery,75.31,1700944545,-3353,0,1.9764,-0.6803,0.2622,-0.2513,1.2036,0
3723,180,travel,42.57,1700613667,-5131,0,1.2813,0.4947,0.7836,-1.6306,1.2217,0
3724,121,clothing,15.6,1700283197,-5850,0,0.6908,-0.6783,-0.6058,-0.1573,2.1241,0
3725,29,grocery,162.66,1700882816,-322,0,-0.2748,-0.7042,-0.6983,-1.9144,0.7399,0
3726,187,grocery,9.48,1700496626,-5788,0,0.7708,-2.9204,1.4731,-0.1838,-0.6345,0
3727,107,fuel,94.07,1701952553,-2288,0,-1.576,-1.301,0.4068,0.9213,-1.0658,0
3728,97,fuel,90.23,1701746176,-5113,0,-1.8644,-0.2505,-1.0354,0.076,0.9322,0
3729,31,clothing,40.77,1700232415,-3132,0,-1.0219,0.4393,1.1531,0.1618,0.4702,0
3730,194,grocery,14.55,1700454318,-4746,0,-0.7509,1.2988,0.4821,-1.008,1.7856,0
3731,194,electronics,160.76,1700278429,-6706,0,-2.2464,1.1047,-1.2089,0.0481,1.2083,0
3732,155,electronics,61.98,1700323733,-1703,0,-1.3598,0.369,-1.9775,-0.2863,1.4359,0
3733,171,fuel,401.7,1702111096,-2213,1,-1.0397,0.58,0.7375,-0.5309,-1.4576,1
3734,78,clothing,1.66,1700625329,-831,0,0.6487,0.4231,-0.9472,-0.3189,0.2258,0
3735,40,online_retail,7.74,1701923884,-189,0,-0.679,0.9338,-0.0047,-0.2008,-0.3949,0
3736,62,travel,19.34,1701627255,-5607,0,0.471,-0.1122,-1.8802,1.8055,-2.1918,0
3737,22,pharmacy,12.09,1700001607,-4053,0,1.3962,-0.8741,-0.5704,1.8692,-2.3913,0
3738,103,online_retail,21.28,1701308890,-365243,0,-0.1092,1.3188,-0.6175,0.3596,1.1454,0
3739,74,electronics,115.99,1701775405,-3878,0,-0.1244,1.3784,-0.0371,-0.5653,0.4585,0
3740,47,electronics,4.81,1700994426,-1912,0,1.145,-0.7398,-0.2645,-1.1675,-0.3874,0
3741,159,online_retail,3.86,1701555317,-2337,0,-0.5316,0.2558,-1.8118,-0.2119,0.7627,0
3742,56,fuel,3.22,1700896020,-7243,0,0.4583,0.8218,0.702,0.7508,-1.0323,0
3743,117,fuel,119.62,1701038525,-1581,0,-0.7745,0.836,-2.0634,-1.8054,-0.3135,0
3744,99,clothing,76.82,1701321874,-1409,0,-0.0661,-0.5945,-1.8684,1.1313,-0.6655,0
3745,123,fuel,46.24,1700911974,-7221,0,-1.4558,-2.7075,0.8422,-0.0946,-0.8914,0
3746,160,restaurant,112.58,1701712983,-175,0,0.8274,0.5697,0.1411,-0.0173,-0.4336,0
3747,151,pharmacy,220.95,1701661393,-5793,1,0.0078,-0.7118,-0.1266,-1.9644,0.3026,1
3748,166,online_retail,0.74,1701255522,-474,0,0.8599,0.041,-0.2382,-1.5191,0.3305,0
3749,33,online_retail,182.36,1700714090,-6031,0,0.8351,-0.126,-0.6043,-0.9327,1.1724,0
3750,183,grocery,43.11,1702448466,-3433,1,1.8537,-0.0652,-0.0742,0.207,0.8574,0
3751,155,electronics,51.01,1701468084,-365243,0,0.8469,1.3412,0.1828,2.2293,0.6441,0
3752,164,online_retail,152.46,1700468897,-2045,0,-0.0878,1.2481,2.5156,-0.6091,-0.3036,0
3753,6,restaurant,20.71,1700301635,-6551,0,0.2477,-0.7491,0.99,-0.3805,-0.4709,0
3754,195,online_retail,1.01,1701622200,-3196,0,0.5472,1.7485,-1.124,-1.1895,0.0892,0
3755,164,travel,239.51,1701173767,-694,0,-1.4697,-0.6266,-0.1502,0.9781,-1.3251,0
3756,55,restaurant,70.42,1700066538,-4472,0,-0.2378,-0.717,-0.912,0.1749,0.4675,0
3757,64,clothing,43.01,1701153146,-1416,0,-0.1262,0.3967,-1.1017,0.4912,0.6039,0
3758,192,travel,170.95,1700687933,-6326,0,0.6381,-2.1033,0.7085,0.4657,1.2064,0
3759,46,travel,2.66,1701928347,-2084,0,-1.1513,0.3275,-0.3723,-1.7326,0.091,0
3760,147,online_retail,22.6,1702359177,-1236,0,-1.8516,-0.269,-0.1584,-0.65,0.2356,0
3761,18,fuel,16.88,1700195392,-3968,0,-1.4122,-0.8798,1.6776,-0.5701,-0.548,0
3762,156,online_retail,133.88,1701177569,-1972,0,-0.8499,1.0261,0.3876,-1.0632,0.2427,0
3763,187,restaurant,37.41,1701271688,-134,0,1.0491,0.609,0.8597,1.6558,-1.266,0
3764,145,clothing,148.24,1701907561,-365243,0,0.4947,-0.7669,-0.812,0.1596,-1.0632,0
3765,162,electronics,4.24,1700147083,-5020,0,-0.1778,1.301,0.7992,-1.3238,-1.5625,0
3766,170,pharmacy,93.68,1701132113,-4786,0,-0.2405,-0.6216,0.5589,-1.0527,0.2372,0
3767,125,fuel,38.3,1700585273,-365243,0,0.3903,-0.0969,0.0529,1.9469,-0.1602,0
3768,138,restaurant,20.69,1701589908,-6126,0,0.8375,-1.1251,-0.6142,-0.8387,0.9442,0
3769,48,electronics,169.7,1700431508,-365243,0,0.4593,0.8043,-0.0853,-1.5913,0.4988,0
3770,112,restaurant,53.15,1700646592,-5969,0,0.3217,1.1169,0.5596,0.1744,0.4254,0
3771,37,fuel,84.78,1700136322,-365243,0,0.8984,0.8479,-0.4397,-1.4135,0.7113,0
3772,63,electronics,3.36,1700258116,-5084,0,0.0091,-0.2101,1.0693,-0.2293,0.4229,0
3773,68,fuel,156.84,1702130239,-1462,0,1.3579,0.4663,-0.72,-0.3241,0.0636,0
3774,135,restaurant,33.81,1701124528,-4935,0,0.6439,0.5082,-0.6176,0.5238,3.3941,0
3775,161,travel,118.22,1701794631,-7214,0,0.3111,-0.546,1.2575,-0.7041,1.3886,0
3776,175,pharmacy,142.91,1702133520,-6812,0,-0.1691,0.6053,-0.5885,0.4542,0.3513,0
3777,115,grocery,12.46,1701693512,-3473,0,1.0275,-0.3463,1.2984,0.4468,-2.105,0
3778,183,pharmacy,35.08,1702082535,-7164,0,0.3064,-2.4219,-1.3426,-0.307,-1.7748,0
3779,64,travel,128.53,1700583188,-6576,0,-0.7891,-0.1132,-0.1034,-0.9483,0.1224,0
3780,30,fuel,26.42,1701850502,-5548,1,1.3529,-0.1011,-0.5406,0.3781,-1.0389,0
3781,131,pharmacy,188.5,1701427206,-4844,0,1.0712,1.192,1.931,0.4994,-1.0531,0
3782,112,fuel,37.39,1702319334,-2876,0,1.0126,-1.5851,1.2088,0.146,-0.4954,0
3783,108,fuel,51.47,1702253557,-6661,0,-0.4071,-0.1776,1.1364,-1.8475,0.4109,0
3784,177,electronics,10.51,1701868058,-365243,0,0.8027,-1.0862,1.7452,1.2092,-0.693,0
3785,68,clothing,15.98,1701670663,-966,0,0.2275,-0.9599,-0.384,-1.5566,0.0548,0
3786,157,fuel,32.22,1702228168,-6023,0,-1.2604,-0.9884,0.4372,0.3154,-0.904,0
3787,119,pharmacy,5.01,1702145222,-2039,0,-1.4769,0.5723,0.6964,1.0262,1.0308,0
3788,87,pharmacy,21.45,1701840174,-6325,0,0.3537,-0.1643,-0.5591,0.6001,-0.9423,0
3789,186,pharmacy,52.58,1700400337,-4241,0,0.4428,-1.6784,0.6178,0.228,-0.8725,0
3790,66,travel,47.8,1701086240,-365243,0,-0.0793,-0.1121,1.6918,-0.2595,0.2913,0
3791,74,grocery,22.15,1700916358,-735,0,0.506,-0.2684,1.521,0.1199,-2.2257,0
3792,44,fuel,8.39,1701556610,-365243,0,0.0344,2.197,-0.499,0.4225,-0.6592,0
3793,3,online_retail,38.29,1701836301,-365243,0,-0.1579,1.1544,0.77,0.3281,0.1206,0
3794,153,fuel,136.79,1701547053,-365243,0,-0.1377,0.2592,1.1408,0.0081,0.3079,0
3795,154,fuel,71.36,1700311356,-365243,0,-1.1293,-0.8398,1.3987,0.838,0.5042,0
3796,173,online_retail,293.38,1702162383,-6628,0,1.1057,0.3201,0.2978,-0.3504,0.2541,0
3797,106,electronics,15.07,1701681141,-6626,0,-1.0741,-0.9085,-0.8006,1.63,-0.008,0
3798,191,fuel,60.95,1701218692,-6483,1,-0.345,0.0701,0.3369,0.5307,-1.1181,1
3799,50,travel,32.89,1701332467,-2316,0,-0.7982,-1.6121,0.2038,0.9684,-0.3567,0
3800,49,restaurant,1.31,1701515301,-4004,0,0.4978,-0.2767,0.8607,-0.1451,1.4695,0
3801,5,clothing,287.14,1702194999,-2314,0,-0.3979,1.6591,-1.3723,0.1256,-0.569,0
3802,58,pharmacy,58.94,1700777725,-4624,0,0.4742,-1.2326,-0.9821,-0.6827,-0.7873,0
3803,124,fuel,180.59,1702145655,-3164,1,-0.6667,-2.3844,1.0937,0.6663,-3.0012,1
3804,142,electronics,17.18,1701343961,-3320,0,0.9349,-1.0366,-0.5156,-0.028,-0.3935,0
3805,29,travel,740.03,1702034252,-7187,1,-1.3818,-0.3924,-0.4514,-1.0468,-0.3079,1
3806,169,fuel,117.97,1701522905,-7016,0,-0.4469,0.5174,-0.0311,-1.5543,0.0707,0
3807,121,online_retail,56.45,1700259966,-3462,0,0.9816,0.2014,1.4227,-1.659,-0.4355,0
3808,124,electronics,210.35,1701731126,-5508,0,1.9087,0.499,-1.38,0.4991,-0.2224,0
3809,36,restaurant,235.87,1700072832,-7070,0,0.8183,-0.2455,0.9215,-0.1669,0.286,0
3810,169,grocery,5.07,1701332103,-5215,0,1.3673,0.1888,-1.1723,-0.9809,1.2453,0
3811,123,fuel,12.71,1702483587,-430,0,-2.1899,-0.7492,2.8846,-0.3508,0.3237,0
3812,100,travel,2.8,1700789106,-6939,0,-0.776,0.4462,0.762,-0.3556,0.0892,0
3813,34,electronics,236.69,1701424820,-2989,1,-0.2926,-0.3632,-0.0078,3.1888,-1.8448,1
3814,86,online_retail,24.58,1701420089,-3797,0,0.5265,0.969,-0.3129,0.6709,1.0689,0
3815,133,electronics,716.24,1701788976,-365243,1,1.8722,1.6171,-2.6217,-0.8741,0.3584,1
3816,195,fuel,62.72,1701092370,-5513,0,0.1345,0.7891,0.2809,0.2861,0.1375,0
3817,17,electronics,181.84,1702030934,-1597,0,0.3915,0.5899,0.5223,-2.4936,-1.174,0
3818,112,grocery,81.1,1702018422,-365243,0,0.099,0.5713,0.4957,-1.779,-0.8249,0
3819,28,electronics,159.05,1702134707,-5994,0,0.292,0.6764,0.2855,0.0799,0.3774,0
3820,76,pharmacy,46.5,1701759144,-2351,0,0.6885,-1.8761,-0.5512,0.4703,-0.252,0
3821,58,clothing,290.76,1700818838,-1780,0,0.0575,-0.5641,-0.4854,0.1805,-1.1915,0
3822,174,pharmacy,110.01,1702137414,-3989,0,0.2166,-0.7053,-1.8604,0.8898,1.6173,0
3823,125,clothing,90.51,1701926328,-365243,0,0.2118,0.2367,-0.4673,1.4272,1.6307,0
3824,144,electronics,43.44,1702558485,-2871,0,0.2163,1.2962,0.087,-0.0307,0.1359,0
3825,108,online_retail,276.75,1702389580,-6488,0,-0.371,1.8014,1.1085,-0.8717,0.3293,0
3826,21,online_retail,41.21,1701925635,-2911,0,0.1546,0.6166,-0.1222,-0.7787,-0.9781,0
3827,67,fuel,180.7,1701980413,-4614,0,-0.3911,0.5286,0.6176,1.666,-2.664,0
3828,68,online_retail,51.8,1700423751,-5497,0,1.686,-2.1007,0.5968,0.3692,-0.9906,0
3829,164,clothing,145.75,1700089023,-4261,0,0.2444,-0.6064,1.2916,-1.1917,0.5135,0
3830,48,travel,242.9,1702304164,-7181,0,0.8654,-1.6528,-1.1094,-0.7759,-1.6218,0
3831,140,clothing,62.66,1702075550,-365243,0,0.9648,0.418,0.6384,0.779,0.2212,0
3832,161,pharmacy,74.68,1700164772,-3808,0,-1.6222,-0.3628,0.9991,-0.325,0.1196,0
3833,108,electronics,40.1,1701090092,-5243,0,0.9784,1.1633,1.8803,0.0253,-0.3449,0
3834,85,fuel,5.62,1700255623,-4225,0,-0.0569,-0.5378,-0.059,-0.6005,1.0253,0
3835,52,restaurant,105.69,1702188256,-2865,0,-0.7308,1.7439,-3.0134,-0.0404,0.9222,0
3836,122,fuel,12.74,1702451036,-365243,0,-1.0849,-0.8978,0.5605,0.6895,-0.8514,0
3837,86,fuel,43.7,1701801220,-3619,0,-0.1055,1.4182,0.197,-1.1049,-1.4953,0
3838,178,fuel,43.0,1700328784,-365243,0,0.3977,0.9068,1.0948,1.4056,0.2392,0
3839,130,travel,16.37,1702091862,-4691,0,0.02,0.3156,0.5898,-0.5821,0.2494,0
3840,41,grocery,109.87,1700963208,-1333,0,-0.9714,-3.6044,-0.2777,0.7014,-1.7154,0
3841,97,pharmacy,19.19,1701222017,-365243,0,0.7382,0.5658,-0.7897,1.7368,-0.5394,0
3842,159,electronics,150.66,1701707582,-182,0,-1.5081,0.4721,1.0136,1.6182,0.0637,0
3843,108,grocery,28.67,1701135583,-5708,0,0.9435,-0.5269,0.5903,1.7303,2.403,0
3844,50,restaurant,33.87,1700742003,-6760,0,-0.6205,1.4668,-0.9374,-0.6126,-0.428,0
3845,84,grocery,93.75,1702144880,-4840,1,-0.0367,0.3069,-0.9644,0.4592,2.0619,1
3846,173,electronics,16.58,1700509958,-1839,0,0.1445,0.8923,-0.7642,0.9694,-0.7045,0
3847,126,pharmacy,56.96,1700915357,-6187,0,0.1225,-0.8655,-1.1723,-1.0325,-0.4227,0
3848,20,pharmacy,8.37,1701057721,-2452,0,0.15,-0.7979,2.6486,-0.2719,-1.277,0
3849,43,electronics,55.71,1701661442,-1953,0,-2.1898,1.8798,0.4644,-1.0211,-0.3295,0
3850,138,restaurant,41.54,1700018226,-4701,0,-0.7062,0.835,2.0478,-0.8842,0.7362,0
3851,102,electronics,41.29,1701112136,-6800,0,0.0318,-0.4975,-0.3142,-1.0995,0.3061,0
3852,67,restaurant,108.08,1702154505,-5886,0,0.3638,0.6177,0.2029,-0.9927,0.6639,0
3853,128,restaurant,146.54,1702094652,-5710,0,-0.8436,-0.068,-0.9705,0.9716,-0.7035,0
3854,91,electronics,44.01,1700385145,-263,0,2.1046,-0.513,0.5547,0.6093,-1.2993,0
